EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER
Scott H. Baxter,45363,VF CORP,620,49,5,4140.366,2.656,11060,42687,2014,MALE,VFC
Robert K. Shearer,5003,VF CORP,175.469,63,6,389.445,-88.323,11060,5868,2015,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1350.001,59,1,12966.997,-0.58,11060,23160,2015,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,776.93,58,3,2375.22,-29.093,11060,37152,2015,MALE,VFC
Steven E. Rendle,45362,VF CORP,832.308,55,2,3434.991,17.388,11060,42686,2015,MALE,VFC
Scott H. Baxter,45363,VF CORP,620,50,4,1724.265,-58.355,11060,42687,2015,MALE,VFC
Scott A. Roe,52596,VF CORP,549.532,50,5,2437.949,,11060,49122,2015,MALE,VFC
Eric C. Wiseman,23594,VF CORP,1350.001,60,1,3650.115,-71.851,11060,23160,2016,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,798.324,59,3,2552.965,7.483,11060,37152,2016,MALE,VFC
Steven E. Rendle,45362,VF CORP,945,56,2,5697.569,65.869,11060,42686,2016,MALE,VFC
Scott H. Baxter,45363,VF CORP,640,51,5,2502.06,45.109,11060,42687,2016,MALE,VFC
Scott A. Roe,52596,VF CORP,675,51,4,2566.632,5.278,11060,49122,2016,MALE,VFC
Eric C. Wiseman,23594,VF CORP,610.193,61,6,12457.073,241.279,11060,23160,2017,MALE,VFC
Karl Heinz Salzburger,39228,VF CORP,986.301,60,2,3310.674,29.68,11060,37152,2017,MALE,VFC
Steven E. Rendle,45362,VF CORP,1393.174,58,1,11021.723,93.446,11060,42686,2017,MALE,VFC
Scott H. Baxter,45363,VF CORP,921.166,53,4,2430.839,-2.846,11060,42687,2017,MALE,VFC
Scott A. Roe,52596,VF CORP,971.635,53,3,5100.993,98.743,11060,49122,2017,MALE,VFC
Aidan O'Meara,59986,VF CORP,649.09,54,5,1650.632,,11060,55016,2017,MALE,VFC
Curtis A. Holtz,59987,VF CORP,498.072,54,7,927.133,,11060,55017,2017,MALE,VFC
Martino Scabbia Guerrini,62400,VF CORP,170.087,54,,,,11060,57089,2017,MALE,VFC
Kevin D. Bailey,62401,VF CORP,133.75,57,,,,11060,57090,2017,MALE,VFC
Steven E. Rendle,45362,VF CORP,1200,59,1,16316.328,48.038,11060,42686,2018,MALE,VFC
Scott H. Baxter,45363,VF CORP,750,54,3,3166.234,30.253,11060,42687,2018,MALE,VFC
Scott A. Roe,52596,VF CORP,850,54,2,4471.787,-12.335,11060,49122,2018,MALE,VFC
Martino Scabbia Guerrini,62400,VF CORP,653.331,55,4,2154.885,,11060,57089,2018,MALE,VFC
Kevin D. Bailey,62401,VF CORP,600,58,5,2794.156,,11060,57090,2018,MALE,VFC
Steven E. Rendle,45362,VF CORP,1300,60,1,9152.69,-43.905,11060,42686,2019,MALE,VFC
Scott A. Roe,52596,VF CORP,875,55,2,4398.283,-1.644,11060,49122,2019,MALE,VFC
Martino Scabbia Guerrini,62400,VF CORP,688.412,56,3,2249.124,4.373,11060,57089,2019,MALE,VFC
Kevin D. Bailey,62401,VF CORP,630,59,4,4015.925,43.726,11060,57090,2019,MALE,VFC
Stephen M. Murray,64464,VF CORP,604.581,59,5,2179.828,,11060,41379,2019,MALE,VFC
Richard M. Levy,4088,VARIAN MEDICAL SYSTEMS INC,160.004,70,,,,11115,5253,2010,MALE,VAR
Timothy E. Guertin,18139,VARIAN MEDICAL SYSTEMS INC,875.005,60,1,7702.872,39.419,11115,18195,2010,MALE,VAR
Robert H. Kluge,18140,VARIAN MEDICAL SYSTEMS INC,412.048,64,4,2632.412,39.965,11115,18196,2010,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,520,49,3,3089.948,38.041,11115,22507,2010,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,606.008,51,2,4026.656,27.034,11115,28956,2010,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,362.024,47,5,1868.296,32.75,11115,30686,2010,MALE,VAR
Richard M. Levy,4088,VARIAN MEDICAL SYSTEMS INC,160.004,71,6,174.551,,11115,5253,2011,MALE,VAR
Timothy E. Guertin,18139,VARIAN MEDICAL SYSTEMS INC,911.512,61,1,2178.078,-71.724,11115,18195,2011,MALE,VAR
Robert H. Kluge,18140,VARIAN MEDICAL SYSTEMS INC,421.045,65,4,864.991,-67.141,11115,18196,2011,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,535.2,50,3,1088.418,-64.776,11115,22507,2011,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,623.716,52,2,1255.903,-68.81,11115,28956,2011,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,373.911,48,5,705.385,-62.244,11115,30686,2011,MALE,VAR
Richard M. Levy,4088,VARIAN MEDICAL SYSTEMS INC,160.004,72,6,172.381,-1.243,11115,5253,2012,MALE,VAR
Timothy E. Guertin,18139,VARIAN MEDICAL SYSTEMS INC,956.956,62,1,7119.756,226.883,11115,18195,2012,MALE,VAR
Robert H. Kluge,18140,VARIAN MEDICAL SYSTEMS INC,433.664,66,5,2437.947,181.847,11115,18196,2012,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,557.704,51,3,2747.136,152.397,11115,22507,2012,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,690.84,53,2,4118.417,227.925,11115,28956,2012,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,394.876,49,,,,11115,30686,2012,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,505.77,53,4,2098.246,,11115,43695,2012,FEMALE,VAR
Robert H. Kluge,18140,VARIAN MEDICAL SYSTEMS INC,456.256,67,4,2562.072,5.091,11115,18196,2013,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,569.235,52,2,2696.517,-1.843,11115,22507,2013,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,892.048,54,1,6318.506,53.421,11115,28956,2013,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,412.708,50,5,1906.296,,11115,30686,2013,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,536.586,54,3,2603.803,24.094,11115,43695,2013,FEMALE,VAR
Richard M. Levy,4088,VARIAN MEDICAL SYSTEMS INC,76.925,74,6,82.5,,11115,5253,2014,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,586.975,53,2,2816.413,4.446,11115,22507,2014,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,934.616,55,1,6443.999,1.986,11115,28956,2014,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,429.858,51,5,2148.964,12.73,11115,30686,2014,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,566.991,55,3,2272.637,-12.719,11115,43695,2014,FEMALE,VAR
Sunny S. Sanyal,49861,VARIAN MEDICAL SYSTEMS INC,313.846,50,4,2498.029,,11115,46716,2014,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,658.154,54,2,2571.401,-8.699,11115,22507,2015,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,1062.823,56,1,7507.019,16.496,11115,28956,2015,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,481.823,52,5,2057.492,-4.257,11115,30686,2015,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,640.668,56,3,2868.877,26.236,11115,43695,2015,FEMALE,VAR
Sunny S. Sanyal,49861,VARIAN MEDICAL SYSTEMS INC,483.625,51,4,2079.586,-16.751,11115,46716,2015,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,711.52,55,3,3106.755,20.82,11115,22507,2016,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,1152.438,57,1,8605.682,14.635,11115,28956,2016,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,524.186,53,5,2536.358,23.274,11115,30686,2016,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,718.131,57,2,3398.175,18.45,11115,43695,2016,FEMALE,VAR
Sunny S. Sanyal,49861,VARIAN MEDICAL SYSTEMS INC,538.329,52,4,2557.932,23.002,11115,46716,2016,MALE,VAR
Elisha Wade Finney,22869,VARIAN MEDICAL SYSTEMS INC,412.681,56,5,743.22,-76.077,11115,22507,2017,FEMALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,1000,58,1,40974.22,376.13,11115,28956,2017,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,472.175,54,4,2188.6,-13.711,11115,30686,2017,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,664.936,58,2,3719.521,9.456,11115,43695,2017,FEMALE,VAR
Sunny S. Sanyal,49861,VARIAN MEDICAL SYSTEMS INC,105.303,53,6,126.582,-95.051,11115,46716,2017,MALE,VAR
"Gary E. Bischoping, Jr.",57363,VARIAN MEDICAL SYSTEMS INC,222.115,49,3,1585.854,,11115,53014,2017,MALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,1000,59,1,10276.439,-74.92,11115,28956,2018,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,482.018,55,4,2509.305,14.653,11115,30686,2018,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,684.899,59,2,3933.958,5.765,11115,43695,2018,FEMALE,VAR
"Gary E. Bischoping, Jr.",57363,VARIAN MEDICAL SYSTEMS INC,550,50,3,2563.876,61.672,11115,53014,2018,MALE,VAR
Dow R. Wilson,30099,VARIAN MEDICAL SYSTEMS INC,1000,60,1,9446.296,-8.078,11115,28956,2019,MALE,VAR
John W. Kuo,32015,VARIAN MEDICAL SYSTEMS INC,495.475,56,5,2255.778,-10.103,11115,30686,2019,MALE,VAR
Kolleen T. Kennedy,46471,VARIAN MEDICAL SYSTEMS INC,721.871,60,2,3126.288,-20.531,11115,43695,2019,FEMALE,VAR
"Gary E. Bischoping, Jr.",57363,VARIAN MEDICAL SYSTEMS INC,563.009,51,3,2576.595,0.496,11115,53014,2019,MALE,VAR
Christopher A. Toth,62917,VARIAN MEDICAL SYSTEMS INC,524.269,40,4,2222.978,,11115,57519,2019,MALE,VAR
Steven Roth,29797,VORNADO REALTY TRUST,1000,68,4,9931.935,90.83,11220,28686,2010,MALE,VNO
Michael D. Fascitelli,29798,VORNADO REALTY TRUST,1000,53,5,9940.955,90.021,11220,28687,2010,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,58,,,,11220,28688,2010,MALE,VNO
Sandeep Lakhmi Mathrani,29800,VORNADO REALTY TRUST,1000,48,1,7840.373,192.948,11220,28689,2010,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,64,3,5635.555,116.665,11220,29804,2010,MALE,VNO
Michelle Felman,43808,VORNADO REALTY TRUST,1000,47,2,7883.088,,11220,41287,2010,FEMALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1000,51,,,,11220,42693,2010,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,69,5,8245.52,-16.98,11220,28686,2011,MALE,VNO
Michael D. Fascitelli,29798,VORNADO REALTY TRUST,1000,54,4,8219.086,-17.321,11220,28687,2011,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,59,1,3913.613,,11220,28688,2011,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,65,3,3407.813,-39.53,11220,29804,2011,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1000,52,2,3760.349,,11220,42693,2011,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,70,5,7787.555,-5.554,11220,28686,2012,MALE,VNO
Michael D. Fascitelli,29798,VORNADO REALTY TRUST,1000,55,4,7726.521,-5.993,11220,28687,2012,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,60,1,3878.284,-0.903,11220,28688,2012,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,66,3,3313.922,-2.755,11220,29804,2012,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1000,53,2,3634.19,-3.355,11220,42693,2012,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,71,5,7662.748,-1.603,11220,28686,2013,MALE,VNO
Michael D. Fascitelli,29798,VORNADO REALTY TRUST,330.769,56,6,7677.525,-0.634,11220,28687,2013,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,61,1,4188.159,7.99,11220,28688,2013,MALE,VNO
"Wendy A. Silverstein, CPA, CPA",29801,VORNADO REALTY TRUST,1000,52,3,5356.559,,11220,28690,2013,FEMALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,67,4,3536.692,6.722,11220,29804,2013,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1000,54,2,3842.18,5.723,11220,42693,2013,MALE,VNO
Stephen W. Theriot,48825,VORNADO REALTY TRUST,538.462,53,,905.514,,11220,45811,2013,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,72,1,8644.461,12.812,11220,28686,2014,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,62,3,4655.445,11.157,11220,28688,2014,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,68,,,,11220,29804,2014,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1000,55,4,3996.121,4.007,11220,42693,2014,MALE,VNO
Stephen W. Theriot,48825,VORNADO REALTY TRUST,1000,54,,1698.109,87.53,11220,45811,2014,MALE,VNO
Michael J. Franco,50620,VORNADO REALTY TRUST,1000,45,2,7117.34,,11220,47383,2014,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,73,1,10131.207,17.199,11220,28686,2015,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,63,3,4701.091,0.98,11220,28688,2015,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,69,4,3564.835,,11220,29804,2015,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1000,56,,,,11220,42693,2015,MALE,VNO
Stephen W. Theriot,48825,VORNADO REALTY TRUST,1000,55,,1858.892,9.468,11220,45811,2015,MALE,VNO
Michael J. Franco,50620,VORNADO REALTY TRUST,1000,46,2,4281.465,-39.845,11220,47383,2015,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1038.462,74,4,11226.578,10.812,11220,28686,2016,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1038.462,64,2,6995.812,48.813,11220,28688,2016,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1038.462,70,,,,11220,29804,2016,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,1038.462,57,1,5478.509,,11220,42693,2016,MALE,VNO
Stephen W. Theriot,48825,VORNADO REALTY TRUST,1038.462,56,,2219.447,19.396,11220,45811,2016,MALE,VNO
Michael J. Franco,50620,VORNADO REALTY TRUST,1038.462,47,3,6012.869,40.44,11220,47383,2016,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,75,4,2309.985,-79.424,11220,28686,2017,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,65,1,2995.167,-57.186,11220,28688,2017,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,71,3,2546.792,,11220,29804,2017,MALE,VNO
Mitchell N. Schear,45369,VORNADO REALTY TRUST,561.538,58,5,6693.748,22.182,11220,42693,2017,MALE,VNO
Stephen W. Theriot,48825,VORNADO REALTY TRUST,557.692,57,,580.217,-73.858,11220,45811,2017,MALE,VNO
Michael J. Franco,50620,VORNADO REALTY TRUST,1000,48,2,2495.441,-58.498,11220,47383,2017,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,1000,76,4,12549.324,443.264,11220,28686,2018,MALE,VNO
David R. Greenbaum,29799,VORNADO REALTY TRUST,1000,66,1,7681.333,156.458,11220,28688,2018,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,72,3,5644.33,121.625,11220,29804,2018,MALE,VNO
Michael J. Franco,50620,VORNADO REALTY TRUST,1000,49,2,6060.749,142.873,11220,47383,2018,MALE,VNO
Steven Roth,29797,VORNADO REALTY TRUST,880.003,77,5,8165.115,-34.936,11220,28686,2019,MALE,VNO
Joseph Macnow,31042,VORNADO REALTY TRUST,1000,73,3,4443.252,-21.279,11220,29804,2019,MALE,VNO
Michael J. Franco,50620,VORNADO REALTY TRUST,1000,50,1,9213.896,52.026,11220,47383,2019,MALE,VNO
Haim Chera,63668,VORNADO REALTY TRUST,676.923,49,2,26488.789,,11220,58185,2019,MALE,VNO
Glen J. Weiss,63669,VORNADO REALTY TRUST,1000,49,4,7130.273,,11220,58186,2019,MALE,VNO
Donald M. James,9802,VULCAN MATERIALS CO,1250.004,61,1,4183.616,-33.866,11228,11011,2010,MALE,VMC
Daniel F. Sansone,25377,VULCAN MATERIALS CO,512.504,58,2,1113.029,-27.662,11228,24731,2010,MALE,VMC
Ronald G. McAbee,29935,VULCAN MATERIALS CO,413.338,62,3,966.694,-28.988,11228,28815,2010,MALE,VMC
Danny R. Shepherd,37058,VULCAN MATERIALS CO,413.338,59,4,969.048,-28.785,11228,35188,2010,MALE,VMC
"Robert A. Wason, IV",40943,VULCAN MATERIALS CO,389.174,59,5,752.911,-25.909,11228,38698,2010,MALE,VMC
Alan D. Wessel,47136,VULCAN MATERIALS CO,387.42,52,,,,11228,44287,2010,MALE,VMC
Donald M. James,9802,VULCAN MATERIALS CO,1250.004,62,1,4821.22,15.241,11228,11011,2011,MALE,VMC
Daniel F. Sansone,25377,VULCAN MATERIALS CO,535.834,59,2,1692.339,52.048,11228,24731,2011,MALE,VMC
Danny R. Shepherd,37058,VULCAN MATERIALS CO,519.334,60,3,1625.857,67.779,11228,35188,2011,MALE,VMC
"Robert A. Wason, IV",40943,VULCAN MATERIALS CO,400.168,60,4,953.438,26.634,11228,38698,2011,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,64.773,43,5,3840.844,,11228,43203,2011,MALE,VMC
Alan D. Wessel,47136,VULCAN MATERIALS CO,397.334,53,,,,11228,44287,2011,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,330.837,52,,,,11228,45812,2011,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,296.168,51,,,,11228,45813,2011,MALE,VMC
Donald M. James,9802,VULCAN MATERIALS CO,1250.004,63,1,6771.56,40.453,11228,11011,2012,MALE,VMC
Daniel F. Sansone,25377,VULCAN MATERIALS CO,540,60,3,2580.529,52.483,11228,24731,2012,MALE,VMC
Danny R. Shepherd,37058,VULCAN MATERIALS CO,540,61,2,2578.729,58.607,11228,35188,2012,MALE,VMC
"Robert A. Wason, IV",40943,VULCAN MATERIALS CO,402,61,6,1495.104,56.812,11228,38698,2012,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,450,44,4,1441.487,-62.47,11228,43203,2012,MALE,VMC
Alan D. Wessel,47136,VULCAN MATERIALS CO,423.004,54,5,1338.633,,11228,44287,2012,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,350.004,53,,,,11228,45812,2012,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,358.338,52,,,,11228,45813,2012,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,350.004,51,,,,11228,47384,2012,MALE,VMC
Donald M. James,9802,VULCAN MATERIALS CO,1250.004,64,1,8373.117,23.651,11228,11011,2013,MALE,VMC
Daniel F. Sansone,25377,VULCAN MATERIALS CO,553.34,61,3,2251.04,-12.768,11228,24731,2013,MALE,VMC
Danny R. Shepherd,37058,VULCAN MATERIALS CO,553.34,62,2,2249.765,-12.757,11228,35188,2013,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,461.25,45,4,2498.381,73.32,11228,43203,2013,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,391.674,54,6,2456.727,,11228,45812,2013,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,400.008,53,5,2751.529,,11228,45813,2013,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,647.714,52,,,,11228,47384,2013,MALE,VMC
David P. Clement,52597,VULCAN MATERIALS CO,284.178,53,,,,11228,49123,2013,MALE,VMC
Donald M. James,9802,VULCAN MATERIALS CO,1250.004,65,1,9384.105,12.074,11228,11011,2014,MALE,VMC
Daniel F. Sansone,25377,VULCAN MATERIALS CO,570.168,62,5,2802.318,24.49,11228,24731,2014,MALE,VMC
Danny R. Shepherd,37058,VULCAN MATERIALS CO,570.168,63,4,2746.448,22.077,11228,35188,2014,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,598.808,46,3,3094.454,23.858,11228,43203,2014,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,668.917,55,2,3400.275,38.407,11228,45812,2014,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,410.008,54,,,,11228,45813,2014,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,545.134,53,6,1805.829,,11228,47384,2014,MALE,VMC
David P. Clement,52597,VULCAN MATERIALS CO,357.924,54,,,,11228,49123,2014,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,733.338,47,2,5141.319,66.146,11228,43203,2015,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,891.668,56,1,6066.292,78.406,11228,45812,2015,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,429.508,55,4,1818.678,,11228,45813,2015,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,562.8,54,3,2994.535,65.826,11228,47384,2015,MALE,VMC
David P. Clement,52597,VULCAN MATERIALS CO,371.888,55,5,1294.206,,11228,49123,2015,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,773.334,48,2,5670.264,10.288,11228,43203,2016,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,941.67,57,1,7241.771,19.377,11228,45812,2016,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,530.508,56,4,2626.586,44.423,11228,45813,2016,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,554.258,55,3,2942.977,-1.722,11228,47384,2016,MALE,VMC
David P. Clement,52597,VULCAN MATERIALS CO,330.504,56,5,1210.595,-6.46,11228,49123,2016,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,800,49,2,4640.61,-18.159,11228,43203,2017,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,1008.334,58,1,7398.276,2.161,11228,45812,2017,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,583.335,57,3,2463.149,-6.222,11228,45813,2017,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,583.335,56,4,2475.797,-15.874,11228,47384,2017,MALE,VMC
"Thompson S. Baker, II",59988,VULCAN MATERIALS CO,444.384,59,5,1930.484,,11228,22499,2017,MALE,VMC
John Ransey McPherson,45919,VULCAN MATERIALS CO,824,50,2,4980.143,7.317,11228,43203,2018,MALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,1086.667,59,1,7261.34,-1.851,11228,45812,2018,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,605,58,3,1449.342,-41.159,11228,45813,2018,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,605,57,4,1707.435,-31.035,11228,47384,2018,MALE,VMC
"Thompson S. Baker, II",59988,VULCAN MATERIALS CO,598.333,60,5,2460.607,27.461,11228,22499,2018,MALE,VMC
Suzanne H. Wood,61694,VULCAN MATERIALS CO,216.667,57,,1005.575,,11228,56482,2018,FEMALE,VMC
James Thomas Hill,48826,VULCAN MATERIALS CO,1125,60,1,8842.846,21.78,11228,45812,2019,MALE,VMC
Michael R. Mills,48827,VULCAN MATERIALS CO,453.417,59,5,3469.98,139.418,11228,45813,2019,MALE,VMC
Stanley G. Bass,50621,VULCAN MATERIALS CO,628.833,58,4,2709.466,58.686,11228,47384,2019,MALE,VMC
David P. Clement,52597,VULCAN MATERIALS CO,393.667,59,6,1407.687,,11228,49123,2019,MALE,VMC
"Thompson S. Baker, II",59988,VULCAN MATERIALS CO,654.667,61,3,2870.586,16.662,11228,22499,2019,MALE,VMC
Suzanne H. Wood,61694,VULCAN MATERIALS CO,671.667,58,2,3138.039,212.064,11228,56482,2019,FEMALE,VMC
Thomas M. Schoewe,25393,WALMART INC,825.151,58,4,3089.766,-57.184,11259,12421,2010,MALE,WMT
Michael Terry Duke,25394,WALMART INC,1232.67,61,1,18712.72,-2.712,11259,24746,2010,MALE,WMT
Eduardo Xavier Castro-Wright,31003,WALMART INC,1035.385,56,2,9168.188,-34.242,11259,29768,2010,MALE,WMT
C. Douglas McMillon,37626,WALMART INC,880.077,45,3,8806.408,-21.581,11259,35687,2010,MALE,WMT
Brian C. Cornell,42280,WALMART INC,815.253,52,,,,11259,28093,2010,MALE,WMT
William S. Simon,43809,WALMART INC,802.335,52,5,14054.824,,11259,41288,2010,MALE,WMT
"Charles M. Holley, Jr.",43810,WALMART INC,631.896,54,6,8186.163,,11259,41289,2010,MALE,WMT
Michael Terry Duke,25394,WALMART INC,1264.775,62,2,18131.738,-3.105,11259,24746,2011,MALE,WMT
C. Douglas McMillon,37626,WALMART INC,904.521,46,3,10961.403,24.471,11259,35687,2011,MALE,WMT
Brian C. Cornell,42280,WALMART INC,846.968,53,1,5043.615,,11259,28093,2011,MALE,WMT
William S. Simon,43809,WALMART INC,869.732,53,4,8443.168,-39.927,11259,41288,2011,MALE,WMT
"Charles M. Holley, Jr.",43810,WALMART INC,731.598,55,5,5112.172,-37.551,11259,41289,2011,MALE,WMT
Neil M. Ashe,45370,WALMART INC,36.996,44,6,11247.989,,11259,42694,2011,MALE,WMT
Michael Terry Duke,25394,WALMART INC,1315.731,63,1,20693.544,14.129,11259,24746,2012,MALE,WMT
C. Douglas McMillon,37626,WALMART INC,929.748,47,2,9316.441,-15.007,11259,35687,2012,MALE,WMT
William S. Simon,43809,WALMART INC,899.732,54,3,11221.797,32.91,11259,41288,2012,MALE,WMT
"Charles M. Holley, Jr.",43810,WALMART INC,752.002,56,5,6530.794,27.75,11259,41289,2012,MALE,WMT
Neil M. Ashe,45370,WALMART INC,804.396,45,,,,11259,42694,2012,MALE,WMT
Rosalind Gates Brewer,47137,WALMART INC,801.992,51,4,14457.121,,11259,44288,2012,FEMALE,WMT
Michael Terry Duke,25394,WALMART INC,1366.593,64,1,5643.677,-72.727,11259,24746,2013,MALE,WMT
C. Douglas McMillon,37626,WALMART INC,954.408,48,2,25592.938,174.707,11259,35687,2013,MALE,WMT
William S. Simon,43809,WALMART INC,939.684,55,3,13054.36,16.33,11259,41288,2013,MALE,WMT
"Charles M. Holley, Jr.",43810,WALMART INC,793.617,57,6,8199.392,25.55,11259,41289,2013,MALE,WMT
