EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER,stock_price,eps,pe_ratio,roa,roe
"Martin Francis Hollenbeck, C.P.C.U., CFA, C.F.A.,",44124,CINCINNATI FINANCIAL CORP,617.769,54.0,5.0,1355.252,-24.746,14824,41573,2014,MALE,CINF,55.35,3.21,17.24299,0.028,0.07987
"Michael James Sewell, CPA, CPA",45933,CINCINNATI FINANCIAL CORP,753.658,50.0,3.0,1648.64,-26.62,14824,43216,2014,MALE,CINF,55.35,3.21,17.24299,0.028,0.07987
"Charles P. Stoneburner, II, CPCU, AIM",50175,CINCINNATI FINANCIAL CORP,617.769,61.0,4.0,1273.565,,14824,46998,2014,MALE,CINF,55.35,3.21,17.24299,0.028,0.07987
"Jacob Ferdinand Scherer, Jr.",18203,CINCINNATI FINANCIAL CORP,863.477,62.0,2.0,1457.197,-16.666,14824,18259,2015,MALE,CINF,61.588,3.87,15.91421,0.03357,0.09865
"Steven Justus Johnston, C.F.A., FCAS, MAAA, CFA, C",37114,CINCINNATI FINANCIAL CORP,941.975,55.0,1.0,2012.15,-23.312,14824,35236,2015,MALE,CINF,61.588,3.87,15.91421,0.03357,0.09865
"Martin Francis Hollenbeck, C.P.C.U., CFA, C.F.A.,",44124,CINCINNATI FINANCIAL CORP,633.539,55.0,5.0,1197.015,-11.676,14824,41573,2015,MALE,CINF,61.588,3.87,15.91421,0.03357,0.09865
"Michael James Sewell, CPA, CPA",45933,CINCINNATI FINANCIAL CORP,769.279,51.0,3.0,1372.099,-16.774,14824,43216,2015,MALE,CINF,61.588,3.87,15.91421,0.03357,0.09865
"Charles P. Stoneburner, II, CPCU, AIM",50175,CINCINNATI FINANCIAL CORP,633.539,62.0,4.0,1068.749,-16.082,14824,46998,2015,MALE,CINF,61.588,3.87,15.91421,0.03357,0.09865
"Jacob Ferdinand Scherer, Jr.",18203,CINCINNATI FINANCIAL CORP,887.747,63.0,2.0,2743.029,88.24,14824,18259,2016,MALE,CINF,79.6,3.59,22.1727,0.02899,0.08371
"Steven Justus Johnston, C.F.A., FCAS, MAAA, CFA, C",37114,CINCINNATI FINANCIAL CORP,960.814,56.0,1.0,4249.903,111.212,14824,35236,2016,MALE,CINF,79.6,3.59,22.1727,0.02899,0.08371
"Martin Francis Hollenbeck, C.P.C.U., CFA, C.F.A.,",44124,CINCINNATI FINANCIAL CORP,646.808,56.0,5.0,2042.23,70.61,14824,41573,2016,MALE,CINF,79.6,3.59,22.1727,0.02899,0.08371
"Michael James Sewell, CPA, CPA",45933,CINCINNATI FINANCIAL CORP,784.665,52.0,3.0,2475.794,80.438,14824,43216,2016,MALE,CINF,79.6,3.59,22.1727,0.02899,0.08371
"Charles P. Stoneburner, II, CPCU, AIM",50175,CINCINNATI FINANCIAL CORP,657.09,63.0,4.0,2032.294,90.156,14824,46998,2016,MALE,CINF,79.6,3.59,22.1727,0.02899,0.08371
"Jacob Ferdinand Scherer, Jr.",18203,CINCINNATI FINANCIAL CORP,921.351,64.0,2.0,2160.533,-21.236,14824,18259,2017,MALE,CINF,81.98,6.36,12.88994,0.04784,0.12677
"Steven Justus Johnston, C.F.A., FCAS, MAAA, CFA, C",37114,CINCINNATI FINANCIAL CORP,995.351,57.0,1.0,3412.029,-19.715,14824,35236,2017,MALE,CINF,81.98,6.36,12.88994,0.04784,0.12677
"Martin Francis Hollenbeck, C.P.C.U., CFA, C.F.A.,",44124,CINCINNATI FINANCIAL CORP,677.473,57.0,4.0,1674.307,-18.016,14824,41573,2017,MALE,CINF,81.98,6.36,12.88994,0.04784,0.12677
"Michael James Sewell, CPA, CPA",45933,CINCINNATI FINANCIAL CORP,812.871,53.0,3.0,2014.652,-18.626,14824,43216,2017,MALE,CINF,81.98,6.36,12.88994,0.04784,0.12677
"Martin Joseph Mullen, C.P.C.U., CPCU, AIM",60017,CINCINNATI FINANCIAL CORP,569.629,61.0,5.0,1339.599,,14824,55041,2017,MALE,CINF,81.98,6.36,12.88994,0.04784,0.12677
"Jacob Ferdinand Scherer, Jr.",18203,CINCINNATI FINANCIAL CORP,949.152,65.0,2.0,2265.647,4.865,14824,18259,2018,MALE,CINF,82.86,1.76,47.07955,0.01308,0.03664
"Steven Justus Johnston, C.F.A., FCAS, MAAA, CFA, C",37114,CINCINNATI FINANCIAL CORP,1025.385,58.0,1.0,3444.611,0.955,14824,35236,2018,MALE,CINF,82.86,1.76,47.07955,0.01308,0.03664
"Martin Francis Hollenbeck, C.P.C.U., CFA, C.F.A.,",44124,CINCINNATI FINANCIAL CORP,710.56,58.0,4.0,1799.818,7.496,14824,41573,2018,MALE,CINF,82.86,1.76,47.07955,0.01308,0.03664
"Michael James Sewell, CPA, CPA",45933,CINCINNATI FINANCIAL CORP,851.218,54.0,3.0,2161.539,7.291,14824,43216,2018,MALE,CINF,82.86,1.76,47.07955,0.01308,0.03664
"Martin Joseph Mullen, C.P.C.U., CPCU, AIM",60017,CINCINNATI FINANCIAL CORP,616.919,62.0,5.0,1484.67,10.829,14824,55041,2018,MALE,CINF,82.86,1.76,47.07955,0.01308,0.03664
"Jacob Ferdinand Scherer, Jr.",18203,CINCINNATI FINANCIAL CORP,682.402,66.0,4.0,2703.655,19.333,14824,18259,2019,MALE,CINF,118.19,12.24,9.65605,0.0786,0.20245
"Steven Justus Johnston, C.F.A., FCAS, MAAA, CFA, C",37114,CINCINNATI FINANCIAL CORP,1055.79,59.0,1.0,4652.555,35.068,14824,35236,2019,MALE,CINF,118.19,12.24,9.65605,0.0786,0.20245
"Martin Francis Hollenbeck, C.P.C.U., CFA, C.F.A.,",44124,CINCINNATI FINANCIAL CORP,733.727,59.0,3.0,2319.87,28.895,14824,41573,2019,MALE,CINF,118.19,12.24,9.65605,0.0786,0.20245
"Michael James Sewell, CPA, CPA",45933,CINCINNATI FINANCIAL CORP,878.971,55.0,2.0,2801.251,29.595,14824,43216,2019,MALE,CINF,118.19,12.24,9.65605,0.0786,0.20245
"Martin Joseph Mullen, C.P.C.U., CPCU, AIM",60017,CINCINNATI FINANCIAL CORP,640.08,63.0,5.0,2287.22,54.056,14824,55041,2019,MALE,CINF,118.19,12.24,9.65605,0.0786,0.20245
Stephen Michael Spray,63303,CINCINNATI FINANCIAL CORP,606.692,53.0,6.0,1918.156,,14824,57866,2019,MALE,CINF,118.19,12.24,9.65605,0.0786,0.20245
J. Larry Nichols,7556,DEVON ENERGY CORP,1400.0,68.0,1.0,15720.563,3.644,14934,8651,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
Darryl G. Smette,7560,DEVON ENERGY CORP,610.0,63.0,4.0,3827.545,14.943,14934,8655,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
John Richels,27687,DEVON ENERGY CORP,1226.442,59.0,2.0,13921.849,63.644,14934,26816,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
Danny J. Heatly,32503,DEVON ENERGY CORP,343.823,54.0,7.0,739.109,-61.508,14934,31134,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
David A. Hager,42555,DEVON ENERGY CORP,675.0,53.0,3.0,4730.147,-14.005,14934,27781,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
Jeffrey A. Agosta,44127,DEVON ENERGY CORP,398.505,43.0,6.0,3287.356,,14934,41576,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
Lyndon C. Taylor,44128,DEVON ENERGY CORP,550.0,51.0,5.0,2975.679,,14934,41577,2010,MALE,DVN,78.86,5.31,14.85122,0.13818,0.23633
J. Larry Nichols,7556,DEVON ENERGY CORP,1496.154,69.0,2.0,7307.26,-53.518,14934,8651,2011,MALE,DVN,93.555,5.12,18.27246,0.11441,0.21951
Darryl G. Smette,7560,DEVON ENERGY CORP,672.5,64.0,4.0,3809.419,-0.474,14934,8655,2011,MALE,DVN,93.555,5.12,18.27246,0.11441,0.21951
John Richels,27687,DEVON ENERGY CORP,1396.154,60.0,1.0,13875.668,-0.332,14934,26816,2011,MALE,DVN,93.555,5.12,18.27246,0.11441,0.21951
David A. Hager,42555,DEVON ENERGY CORP,771.154,54.0,3.0,5034.25,6.429,14934,27781,2011,MALE,DVN,93.555,5.12,18.27246,0.11441,0.21951
Jeffrey A. Agosta,44127,DEVON ENERGY CORP,561.949,44.0,5.0,3125.697,-4.918,14934,41576,2011,MALE,DVN,93.555,5.12,18.27246,0.11441,0.21951
Lyndon C. Taylor,44128,DEVON ENERGY CORP,574.038,52.0,,,,14934,41577,2011,MALE,DVN,93.555,5.12,18.27246,0.11441,0.21951
Darryl G. Smette,7560,DEVON ENERGY CORP,675.0,65.0,3.0,3757.289,-1.368,14934,8655,2012,MALE,DVN,76.34,-0.47,-162.42553,-0.00475,-0.00968
John Richels,27687,DEVON ENERGY CORP,1400.0,61.0,1.0,12836.764,-7.487,14934,26816,2012,MALE,DVN,76.34,-0.47,-162.42553,-0.00475,-0.00968
David A. Hager,42555,DEVON ENERGY CORP,775.0,55.0,2.0,5102.423,1.354,14934,27781,2012,MALE,DVN,76.34,-0.47,-162.42553,-0.00475,-0.00968
Jeffrey A. Agosta,44127,DEVON ENERGY CORP,549.039,45.0,4.0,3184.938,1.895,14934,41576,2012,MALE,DVN,76.34,-0.47,-162.42553,-0.00475,-0.00968
Lyndon C. Taylor,44128,DEVON ENERGY CORP,575.0,53.0,5.0,3485.516,,14934,41577,2012,MALE,DVN,76.34,-0.47,-162.42553,-0.00475,-0.00968
Darryl G. Smette,7560,DEVON ENERGY CORP,688.462,66.0,3.0,1531.088,-59.25,14934,8655,2013,MALE,DVN,66.92,-0.06,-1115.33333,-0.00047,-0.00098
John Richels,27687,DEVON ENERGY CORP,1400.0,62.0,1.0,3715.528,-71.056,14934,26816,2013,MALE,DVN,66.92,-0.06,-1115.33333,-0.00047,-0.00098
David A. Hager,42555,DEVON ENERGY CORP,829.885,56.0,2.0,2532.487,-50.367,14934,27781,2013,MALE,DVN,66.92,-0.06,-1115.33333,-0.00047,-0.00098
Jeffrey A. Agosta,44127,DEVON ENERGY CORP,560.577,46.0,5.0,1259.496,-60.455,14934,41576,2013,MALE,DVN,66.92,-0.06,-1115.33333,-0.00047,-0.00098
Tony D. Vaughn,48882,DEVON ENERGY CORP,589.182,55.0,4.0,1212.31,,14934,45857,2013,MALE,DVN,66.92,-0.06,-1115.33333,-0.00047,-0.00098
Darryl G. Smette,7560,DEVON ENERGY CORP,715.231,67.0,4.0,4465.759,191.672,14934,8655,2014,MALE,DVN,80.63,3.93,20.51654,0.03174,0.07461
John Richels,27687,DEVON ENERGY CORP,1447.385,63.0,1.0,14883.432,300.574,14934,26816,2014,MALE,DVN,80.63,3.93,20.51654,0.03174,0.07461
David A. Hager,42555,DEVON ENERGY CORP,895.385,57.0,2.0,7297.878,188.17,14934,27781,2014,MALE,DVN,80.63,3.93,20.51654,0.03174,0.07461
Jeffrey A. Agosta,44127,DEVON ENERGY CORP,51.785,47.0,6.0,6735.009,434.738,14934,41576,2014,MALE,DVN,80.63,3.93,20.51654,0.03174,0.07461
Tony D. Vaughn,48882,DEVON ENERGY CORP,634.615,56.0,5.0,4359.018,259.563,14934,45857,2014,MALE,DVN,80.63,3.93,20.51654,0.03174,0.07461
"Thomas L. Mitchell, CPA, CPA",50670,DEVON ENERGY CORP,454.808,54.0,3.0,5070.973,,14934,30878,2014,MALE,DVN,80.63,3.93,20.51654,0.03174,0.07461
Darryl G. Smette,7560,DEVON ENERGY CORP,769.808,68.0,3.0,4196.4,-6.032,14934,8655,2015,MALE,DVN,70.48,-35.55,-1.98256,-0.48944,-2.0505
John Richels,27687,DEVON ENERGY CORP,924.0,64.0,2.0,7221.192,-51.482,14934,26816,2015,MALE,DVN,70.48,-35.55,-1.98256,-0.48944,-2.0505
David A. Hager,42555,DEVON ENERGY CORP,1107.692,58.0,1.0,9876.895,35.339,14934,27781,2015,MALE,DVN,70.48,-35.55,-1.98256,-0.48944,-2.0505
Lyndon C. Taylor,44128,DEVON ENERGY CORP,645.192,56.0,5.0,3804.039,,14934,41577,2015,MALE,DVN,70.48,-35.55,-1.98256,-0.48944,-2.0505
Tony D. Vaughn,48882,DEVON ENERGY CORP,732.5,57.0,4.0,4340.568,-0.423,14934,45857,2015,MALE,DVN,70.48,-35.55,-1.98256,-0.48944,-2.0505
"Thomas L. Mitchell, CPA, CPA",50670,DEVON ENERGY CORP,624.231,55.0,6.0,4234.935,-16.487,14934,30878,2015,MALE,DVN,70.48,-35.55,-1.98256,-0.48944,-2.0505
David A. Hager,42555,DEVON ENERGY CORP,1275.0,59.0,1.0,8771.358,-11.193,14934,27781,2016,MALE,DVN,50.69,-6.52,-7.77454,-0.12743,-0.55711
Lyndon C. Taylor,44128,DEVON ENERGY CORP,625.0,57.0,3.0,2513.179,-33.934,14934,41577,2016,MALE,DVN,50.69,-6.52,-7.77454,-0.12743,-0.55711
Tony D. Vaughn,48882,DEVON ENERGY CORP,735.192,58.0,2.0,3827.325,-11.824,14934,45857,2016,MALE,DVN,50.69,-6.52,-7.77454,-0.12743,-0.55711
"Thomas L. Mitchell, CPA, CPA",50670,DEVON ENERGY CORP,610.0,56.0,4.0,2924.379,-30.946,14934,30878,2016,MALE,DVN,50.69,-6.52,-7.77454,-0.12743,-0.55711
Frank W. Rudolph,55228,DEVON ENERGY CORP,312.981,59.0,6.0,5901.871,,14934,24815,2016,MALE,DVN,50.69,-6.52,-7.77454,-0.12743,-0.55711
R. Alan Marcum,55229,DEVON ENERGY CORP,550.0,50.0,5.0,2126.811,,14934,51418,2016,MALE,DVN,50.69,-6.52,-7.77454,-0.12743,-0.55711
David A. Hager,42555,DEVON ENERGY CORP,1275.0,60.0,1.0,13448.976,53.328,14934,27781,2017,MALE,DVN,49.45,1.71,28.91813,0.02969,0.09704
Lyndon C. Taylor,44128,DEVON ENERGY CORP,625.0,58.0,3.0,3799.131,51.168,14934,41577,2017,MALE,DVN,49.45,1.71,28.91813,0.02969,0.09704
Tony D. Vaughn,48882,DEVON ENERGY CORP,793.077,59.0,2.0,5574.362,45.646,14934,45857,2017,MALE,DVN,49.45,1.71,28.91813,0.02969,0.09704
"Thomas L. Mitchell, CPA, CPA",50670,DEVON ENERGY CORP,200.846,57.0,6.0,7819.026,167.374,14934,30878,2017,MALE,DVN,49.45,1.71,28.91813,0.02969,0.09704
R. Alan Marcum,55229,DEVON ENERGY CORP,550.0,51.0,5.0,3037.779,42.833,14934,51418,2017,MALE,DVN,49.45,1.71,28.91813,0.02969,0.09704
Jeffrey L. Ritenour,60018,DEVON ENERGY CORP,552.61,44.0,4.0,3313.75,,14934,55042,2017,MALE,DVN,49.45,1.71,28.91813,0.02969,0.09704
David A. Hager,42555,DEVON ENERGY CORP,1275.0,61.0,1.0,12459.068,-7.36,14934,27781,2018,MALE,DVN,46.5425,1.53,30.41993,0.1566,0.33355
Lyndon C. Taylor,44128,DEVON ENERGY CORP,647.115,59.0,3.0,3774.521,-0.648,14934,41577,2018,MALE,DVN,46.5425,1.53,30.41993,0.1566,0.33355
Tony D. Vaughn,48882,DEVON ENERGY CORP,800.0,60.0,2.0,5152.806,-7.562,14934,45857,2018,MALE,DVN,46.5425,1.53,30.41993,0.1566,0.33355
R. Alan Marcum,55229,DEVON ENERGY CORP,334.231,52.0,5.0,5842.888,92.341,14934,51418,2018,MALE,DVN,46.5425,1.53,30.41993,0.1566,0.33355
Jeffrey L. Ritenour,60018,DEVON ENERGY CORP,597.115,45.0,4.0,3560.988,7.461,14934,55042,2018,MALE,DVN,46.5425,1.53,30.41993,0.1566,0.33355
David A. Hager,42555,DEVON ENERGY CORP,1275.0,62.0,1.0,13795.899,10.73,14934,27781,2019,MALE,DVN,35.39,-0.21,-168.52381,-0.02588,-0.06119
Lyndon C. Taylor,44128,DEVON ENERGY CORP,650.0,60.0,3.0,4252.57,12.665,14934,41577,2019,MALE,DVN,35.39,-0.21,-168.52381,-0.02588,-0.06119
Tony D. Vaughn,48882,DEVON ENERGY CORP,800.0,61.0,2.0,5804.442,12.646,14934,45857,2019,MALE,DVN,35.39,-0.21,-168.52381,-0.02588,-0.06119
Jeffrey L. Ritenour,60018,DEVON ENERGY CORP,600.0,46.0,4.0,4297.586,20.685,14934,55042,2019,MALE,DVN,35.39,-0.21,-168.52381,-0.02588,-0.06119
Tana K. Cashion,63713,DEVON ENERGY CORP,345.0,48.0,6.0,1824.904,,14934,58221,2019,FEMALE,DVN,35.39,-0.21,-168.52381,-0.02588,-0.06119
David Gerard Harris,63714,DEVON ENERGY CORP,435.154,45.0,5.0,2606.526,,14934,58222,2019,MALE,DVN,35.39,-0.21,-168.52381,-0.02588,-0.06119
David P. King,30930,LABORATORY CP OF AMER HLDGS,885.333,54.0,1.0,9541.024,9.168,14960,29709,2010,MALE,LH,89.48,5.42,16.50923,0.09021,0.22633
William Bradley Hayes,32627,LABORATORY CP OF AMER HLDGS,436.8,44.0,3.0,3347.57,-1.757,14960,31248,2010,MALE,LH,89.48,5.42,16.50923,0.09021,0.22633
Andrew Scott Walton,41156,LABORATORY CP OF AMER HLDGS,347.2,43.0,5.0,2052.999,6.727,14960,38889,2010,MALE,LH,89.48,5.42,16.50923,0.09021,0.22633
"James T. Boyle, Jr.",43842,LABORATORY CP OF AMER HLDGS,450.0,53.0,2.0,3794.838,,14960,41319,2010,MALE,LH,89.48,5.42,16.50923,0.09021,0.22633
Andrew J. Conrad,43843,LABORATORY CP OF AMER HLDGS,423.667,46.0,4.0,2350.366,,14960,41320,2010,MALE,LH,89.48,5.42,16.50923,0.09021,0.22633
David P. King,30930,LABORATORY CP OF AMER HLDGS,993.8,55.0,1.0,10870.216,13.931,14960,29709,2011,MALE,LH,100.94,5.2,19.41154,0.08469,0.20759
William Bradley Hayes,32627,LABORATORY CP OF AMER HLDGS,465.151,45.0,3.0,3608.02,7.78,14960,31248,2011,MALE,LH,100.94,5.2,19.41154,0.08469,0.20759
Andrew Scott Walton,41156,LABORATORY CP OF AMER HLDGS,368.778,44.0,4.0,2168.487,5.625,14960,38889,2011,MALE,LH,100.94,5.2,19.41154,0.08469,0.20759
"James T. Boyle, Jr.",43842,LABORATORY CP OF AMER HLDGS,501.9,54.0,2.0,3849.267,1.434,14960,41319,2011,MALE,LH,100.94,5.2,19.41154,0.08469,0.20759
Lidia L. Fonseca,45440,LABORATORY CP OF AMER HLDGS,344.687,42.0,5.0,1159.014,,14960,42760,2011,FEMALE,LH,100.94,5.2,19.41154,0.08469,0.20759
David P. King,30930,LABORATORY CP OF AMER HLDGS,1012.7,56.0,1.0,9634.855,-11.365,14960,29709,2012,MALE,LH,95.3,6.09,15.6486,0.08581,0.21458
William Bradley Hayes,32627,LABORATORY CP OF AMER HLDGS,469.961,46.0,3.0,3337.181,-7.507,14960,31248,2012,MALE,LH,95.3,6.09,15.6486,0.08581,0.21458
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,346.929,52.0,5.0,979.029,,14960,38890,2012,MALE,LH,95.3,6.09,15.6486,0.08581,0.21458
"James T. Boyle, Jr.",43842,LABORATORY CP OF AMER HLDGS,511.9,55.0,2.0,3531.145,-8.264,14960,41319,2012,MALE,LH,95.3,6.09,15.6486,0.08581,0.21458
Lidia L. Fonseca,45440,LABORATORY CP OF AMER HLDGS,349.298,43.0,4.0,1003.28,-13.437,14960,42760,2012,FEMALE,LH,95.3,6.09,15.6486,0.08581,0.21458
David P. King,30930,LABORATORY CP OF AMER HLDGS,1013.0,57.0,1.0,9280.997,-3.673,14960,29709,2013,MALE,LH,108.0,6.36,16.98113,0.08237,0.23032
William Bradley Hayes,32627,LABORATORY CP OF AMER HLDGS,477.833,47.0,3.0,3289.354,-1.433,14960,31248,2013,MALE,LH,108.0,6.36,16.98113,0.08237,0.23032
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,371.529,53.0,4.0,986.463,0.759,14960,38890,2013,MALE,LH,108.0,6.36,16.98113,0.08237,0.23032
"James T. Boyle, Jr.",43842,LABORATORY CP OF AMER HLDGS,587.2,56.0,2.0,4569.216,29.398,14960,41319,2013,MALE,LH,108.0,6.36,16.98113,0.08237,0.23032
Mark Elliott Brecher,48883,LABORATORY CP OF AMER HLDGS,345.26,57.0,5.0,964.276,,14960,45858,2013,MALE,LH,108.0,6.36,16.98113,0.08237,0.23032
David P. King,30930,LABORATORY CP OF AMER HLDGS,1013.0,58.0,1.0,10177.326,9.658,14960,29709,2014,MALE,LH,109.84,6.03,18.21559,0.07001,0.18124
William Bradley Hayes,32627,LABORATORY CP OF AMER HLDGS,277.234,48.0,6.0,1396.202,-57.554,14960,31248,2014,MALE,LH,109.84,6.03,18.21559,0.07001,0.18124
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,436.085,54.0,3.0,1256.414,27.366,14960,38890,2014,MALE,LH,109.84,6.03,18.21559,0.07001,0.18124
"James T. Boyle, Jr.",43842,LABORATORY CP OF AMER HLDGS,632.611,57.0,2.0,5160.26,12.935,14960,41319,2014,MALE,LH,109.84,6.03,18.21559,0.07001,0.18124
Mark Elliott Brecher,48883,LABORATORY CP OF AMER HLDGS,352.165,58.0,4.0,1065.924,10.541,14960,45858,2014,MALE,LH,109.84,6.03,18.21559,0.07001,0.18124
Glenn A. Eisenberg,50671,LABORATORY CP OF AMER HLDGS,338.542,53.0,5.0,4638.498,,14960,25009,2014,MALE,LH,109.84,6.03,18.21559,0.07001,0.18124
David P. King,30930,LABORATORY CP OF AMER HLDGS,1044.481,59.0,1.0,10771.902,5.842,14960,29709,2015,MALE,LH,131.19,4.42,29.681,0.03072,0.08836
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,444.807,55.0,5.0,1719.772,36.879,14960,38890,2015,MALE,LH,131.19,4.42,29.681,0.03072,0.08836
"James T. Boyle, Jr.",43842,LABORATORY CP OF AMER HLDGS,645.263,58.0,2.0,4522.014,-12.368,14960,41319,2015,MALE,LH,131.19,4.42,29.681,0.03072,0.08836
Glenn A. Eisenberg,50671,LABORATORY CP OF AMER HLDGS,635.417,54.0,3.0,5310.943,14.497,14960,25009,2015,MALE,LH,131.19,4.42,29.681,0.03072,0.08836
Lance V. Berberian,52659,LABORATORY CP OF AMER HLDGS,373.625,52.0,6.0,2042.837,,14960,49177,2015,MALE,LH,131.19,4.42,29.681,0.03072,0.08836
Joseph L. Herring,52660,LABORATORY CP OF AMER HLDGS,583.333,59.0,4.0,1326.609,,14960,18371,2015,MALE,LH,131.19,4.42,29.681,0.03072,0.08836
David P. King,30930,LABORATORY CP OF AMER HLDGS,1133.333,60.0,1.0,10751.688,-0.188,14960,29709,2016,MALE,LH,141.32,7.14,19.79272,0.05139,0.13297
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,486.875,56.0,3.0,1332.887,-22.496,14960,38890,2016,MALE,LH,141.32,7.14,19.79272,0.05139,0.13297
Glenn A. Eisenberg,50671,LABORATORY CP OF AMER HLDGS,653.438,55.0,2.0,4142.948,-21.992,14960,25009,2016,MALE,LH,141.32,7.14,19.79272,0.05139,0.13297
Lance V. Berberian,52659,LABORATORY CP OF AMER HLDGS,396.112,53.0,6.0,2008.483,-1.682,14960,49177,2016,MALE,LH,141.32,7.14,19.79272,0.05139,0.13297
Lisa J. Uthgenannt,54756,LABORATORY CP OF AMER HLDGS,440.171,55.0,5.0,1384.965,,14960,51014,2016,FEMALE,LH,141.32,7.14,19.79272,0.05139,0.13297
Deborah L. V. Keller,54757,LABORATORY CP OF AMER HLDGS,474.041,53.0,4.0,3833.245,,14960,51015,2016,FEMALE,LH,141.32,7.14,19.79272,0.05139,0.13297
John D. Ratliff,60508,LABORATORY CP OF AMER HLDGS,659.75,56.0,,,,14960,24098,2016,MALE,LH,141.32,7.14,19.79272,0.05139,0.13297
David P. King,30930,LABORATORY CP OF AMER HLDGS,1150.0,61.0,1.0,3186.357,-70.364,14960,29709,2017,MALE,LH,165.18,12.39,13.33172,0.07655,0.18568
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,502.125,57.0,5.0,905.484,-32.066,14960,38890,2017,MALE,LH,165.18,12.39,13.33172,0.07655,0.18568
Glenn A. Eisenberg,50671,LABORATORY CP OF AMER HLDGS,666.474,56.0,2.0,1445.728,-65.104,14960,25009,2017,MALE,LH,165.18,12.39,13.33172,0.07655,0.18568
Gary M. Huff,60019,LABORATORY CP OF AMER HLDGS,525.082,51.0,4.0,1251.47,,14960,55043,2017,MALE,LH,165.18,12.39,13.33172,0.07655,0.18568
John D. Ratliff,60508,LABORATORY CP OF AMER HLDGS,659.75,57.0,3.0,1321.2,,14960,24098,2017,MALE,LH,165.18,12.39,13.33172,0.07655,0.18568
David P. King,30930,LABORATORY CP OF AMER HLDGS,1175.0,62.0,1.0,14063.539,341.367,14960,29709,2018,MALE,LH,190.355,8.71,21.85476,0.0546,0.12676
"F. Samuel Eberts, III",41157,LABORATORY CP OF AMER HLDGS,530.0,58.0,5.0,1494.971,65.102,14960,38890,2018,MALE,LH,190.355,8.71,21.85476,0.0546,0.12676
Glenn A. Eisenberg,50671,LABORATORY CP OF AMER HLDGS,686.662,57.0,2.0,3426.074,136.979,14960,25009,2018,MALE,LH,190.355,8.71,21.85476,0.0546,0.12676
Gary M. Huff,60019,LABORATORY CP OF AMER HLDGS,600.0,52.0,4.0,5124.145,309.45,14960,55043,2018,MALE,LH,190.355,8.71,21.85476,0.0546,0.12676
John D. Ratliff,60508,LABORATORY CP OF AMER HLDGS,679.75,58.0,3.0,6730.947,409.457,14960,24098,2018,MALE,LH,190.355,8.71,21.85476,0.0546,0.12676
David P. King,30930,LABORATORY CP OF AMER HLDGS,1215.0,63.0,1.0,10909.564,-22.427,14960,29709,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
Glenn A. Eisenberg,50671,LABORATORY CP OF AMER HLDGS,705.5,58.0,2.0,8827.427,157.654,14960,25009,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
Lance V. Berberian,52659,LABORATORY CP OF AMER HLDGS,507.5,56.0,5.0,2551.749,,14960,49177,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
John D. Ratliff,60508,LABORATORY CP OF AMER HLDGS,582.631,59.0,4.0,5328.158,-20.841,14960,24098,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
Adam H. Schechter,63715,LABORATORY CP OF AMER HLDGS,208.333,54.0,7.0,4797.605,,14960,42570,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
Mark S. Schroeder,63716,LABORATORY CP OF AMER HLDGS,406.333,58.0,3.0,2560.348,,14960,58223,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
"Brian J. Caveney, M.P.H., M.D., J.D., MPH",63717,LABORATORY CP OF AMER HLDGS,462.6,45.0,6.0,3449.66,,14960,58224,2019,MALE,LH,178.44,8.42,21.1924,0.04565,0.10887
William R. Klesse,25117,VALERO ENERGY CORP,1500.0,64.0,2.0,9830.331,-9.87,15247,5447,2010,MALE,VLO,23.7,1.63,14.53988,0.00861,0.02156
Michael S. Ciskowski,26875,VALERO ENERGY CORP,750.0,52.0,3.0,2984.15,-37.833,15247,26078,2010,MALE,VLO,23.7,1.63,14.53988,0.00861,0.02156
Richard J. Marcogliese,30471,VALERO ENERGY CORP,955.0,57.0,1.0,3471.961,-30.835,15247,29289,2010,MALE,VLO,23.7,1.63,14.53988,0.00861,0.02156
"S. Eugene Edwards, Jr.",30472,VALERO ENERGY CORP,450.0,53.0,6.0,1644.775,,15247,29290,2010,MALE,VLO,23.7,1.63,14.53988,0.00861,0.02156
